Transaction_ID,Customer_ID,Customer_Age,Gender,Country,Product_Category,Product_Price($),Quantity_Purchased,Total_Sale_Amount($),Discount_Applied(%),Final_Sale_Amount($),Payment_Method,Order_Placed_Date,Shipping_Duration(Days),Delivery_Status,Customer_Rating(Out_of_5),Refund_Requested,Loyalty_Member,Profit_Margin(%),Customer_Segment
T10179,C5179,18,Non-Binary,UK,Books,212.83,7,1489.81,5,1415.32,PayPal,2023-08-06,9,Cancelled,3,Yes,Yes,24.2,Regular
T10180,C5180,44,Non-Binary,India,Home & Kitchen,250.96,8,2007.68,0,2007.68,Debit Card,2024-04-09,13,In Transit,2,No,No,26.4,Occasional
T10181,C5181,30,Male,Australia,Books,458.89,1,458.89,0,458.89,PayPal,2024-05-27,12,Delivered,2,Yes,Yes,5.0,Regular
T10182,C5182,58,Female,Australia,Clothing,389.26,2,778.52,20,622.82,Bank Transfer,2023-03-29,11,Returned,5,Yes,No,14.1,Regular
T10183,C5183,20,Non-Binary,UK,Sports,69.6,4,278.4,20,222.72,PayPal,2023-02-14,12,Cancelled,2,Yes,No,23.4,Occasional
T10184,C5184,56,Female,USA,Books,284.88,5,1424.4,5,1353.18,Credit Card,2023-01-10,14,In Transit,5,No,Yes,20.0,Premium
T10185,C5185,23,Female,India,Electronics,223.91,2,447.82,0,447.82,Debit Card,2023-06-01,2,Delivered,3,Yes,No,9.4,Regular
T10186,C5186,25,Non-Binary,Australia,Home & Kitchen,399.62,1,399.62,5,379.64,Credit Card,2023-06-08,14,In Transit,2,Yes,No,12.6,Occasional
T10187,C5187,44,Female,UK,Clothing,363.5,9,3271.5,20,2617.2,Bank Transfer,2023-11-20,12,Delivered,1,Yes,Yes,13.4,Regular
T10188,C5188,26,Non-Binary,Australia,Electronics,346.75,1,346.75,20,277.4,PayPal,2024-02-16,5,Cancelled,5,Yes,Yes,19.2,Premium
T10189,C5189,54,Female,India,Clothing,173.57,4,694.28,15,590.14,Credit Card,2023-02-19,4,Returned,2,No,No,25.8,Occasional
T10190,C5190,50,Non-Binary,India,Sports,403.46,2,806.92,5,766.57,Credit Card,2024-08-04,9,Cancelled,3,Yes,Yes,28.3,Regular
T10191,C5191,59,Male,Germany,Home & Kitchen,30.93,4,123.72,5,117.53,Credit Card,2024-08-27,12,In Transit,3,Yes,No,23.8,Regular
T10192,C5192,61,Non-Binary,UK,Home & Kitchen,84.01,8,672.08,0,672.08,Credit Card,2024-12-30,5,In Transit,1,Yes,Yes,26.1,Regular
T10193,C5193,41,Non-Binary,India,Sports,171.13,8,1369.04,0,1369.04,Bank Transfer,2023-01-05,9,Delivered,3,Yes,No,16.8,Regular
T10194,C5194,32,Non-Binary,Germany,Home & Kitchen,43.02,9,387.18,15,329.1,Bank Transfer,2024-08-07,11,Cancelled,3,No,Yes,14.7,Regular
T10195,C5195,49,Non-Binary,Germany,Books,121.32,5,606.6,10,545.94,PayPal,2024-11-10,9,Delivered,2,Yes,Yes,14.8,Regular
T10196,C5196,49,Female,Australia,Clothing,415.92,7,2911.44,10,2620.3,PayPal,2024-03-09,14,Cancelled,5,Yes,Yes,20.4,Premium
T10197,C5197,41,Male,Australia,Electronics,474.38,3,1423.14,10,1280.83,Debit Card,2024-07-04,2,In Transit,4,No,Yes,8.1,Premium
T10198,C5198,58,Non-Binary,Germany,Sports,155.78,4,623.12,5,591.96,Bank Transfer,2023-04-06,14,Delivered,3,Yes,Yes,19.5,Regular
T10199,C5199,29,Female,Australia,Books,135.94,9,1223.46,5,1162.29,Credit Card,2023-04-02,9,Delivered,3,Yes,Yes,21.6,Regular
T10200,C5200,56,Male,India,Electronics,143.55,1,143.55,20,114.84,Credit Card,2024-05-19,3,Cancelled,4,Yes,Yes,16.0,Premium
T10201,C5201,19,Male,USA,Electronics,142.47,2,284.94,5,270.69,Debit Card,2023-09-25,4,Returned,3,No,Yes,28.8,Regular
T10202,C5202,20,Male,India,Sports,22.79,5,113.95,5,108.25,Credit Card,2023-10-10,1,Cancelled,2,Yes,Yes,20.2,Regular
T10203,C5203,54,Male,Germany,Books,463.82,3,1391.46,5,1321.89,Debit Card,2024-05-29,14,Returned,2,No,No,10.5,Occasional
T10204,C5204,34,Non-Binary,Germany,Electronics,110.78,2,221.56,15,188.33,PayPal,2024-03-13,1,Cancelled,4,No,Yes,17.0,Premium
T10205,C5205,19,Non-Binary,India,Electronics,212.9,1,212.9,5,202.26,Bank Transfer,2023-02-11,1,In Transit,3,No,No,21.9,Regular
T10206,C5206,19,Female,Australia,Books,9.8,3,29.4,0,29.4,Debit Card,2024-03-25,9,Delivered,3,No,Yes,13.1,Regular
T10207,C5207,45,Female,Australia,Home & Kitchen,429.69,1,429.69,0,429.69,Credit Card,2023-08-06,11,Cancelled,5,No,No,7.0,Regular
T10208,C5208,40,Female,Germany,Electronics,366.92,1,366.92,20,293.54,Debit Card,2023-11-18,8,In Transit,3,No,No,19.6,Regular
T10209,C5209,54,Male,UK,Clothing,473.64,1,473.64,15,402.59,PayPal,2023-12-21,5,Cancelled,2,No,Yes,28.7,Regular
T10210,C5210,49,Male,Australia,Books,391.9,8,3135.2,0,3135.2,Credit Card,2024-01-18,5,Delivered,1,Yes,Yes,17.1,Regular
T10211,C5211,50,Non-Binary,India,Electronics,160.28,3,480.84,15,408.71,PayPal,2024-11-26,9,Cancelled,1,Yes,No,27.7,Occasional
T10212,C5212,18,Male,Australia,Sports,127.7,1,127.7,15,108.54,PayPal,2023-11-14,3,Returned,1,No,No,25.9,Occasional
T10213,C5213,36,Male,India,Clothing,350.37,7,2452.59,20,1962.07,Debit Card,2024-04-22,3,Delivered,1,No,Yes,8.7,Regular
T10214,C5214,19,Male,Germany,Electronics,185.24,3,555.72,15,472.36,PayPal,2024-02-26,7,Returned,3,No,Yes,22.7,Regular
T10215,C5215,61,Female,Australia,Clothing,285.28,8,2282.24,5,2168.13,Credit Card,2024-12-04,9,In Transit,3,No,Yes,15.9,Regular
T10216,C5216,43,Female,India,Clothing,8.1,4,32.4,15,27.54,PayPal,2024-08-28,6,In Transit,5,No,No,11.3,Regular
T10217,C5217,49,Non-Binary,Germany,Home & Kitchen,35.63,4,142.52,20,114.02,PayPal,2023-08-13,14,Cancelled,3,No,Yes,22.2,Regular
T10218,C5218,23,Male,UK,Clothing,270.01,5,1350.05,20,1080.04,Debit Card,2024-07-29,2,Returned,1,Yes,Yes,23.6,Regular
T10219,C5219,49,Male,India,Home & Kitchen,285.21,6,1711.26,20,1369.01,PayPal,2024-12-07,1,Returned,4,Yes,Yes,9.5,Premium
T10220,C5220,21,Non-Binary,UK,Books,376.97,7,2638.79,0,2638.79,Bank Transfer,2023-10-19,2,Delivered,4,No,Yes,27.9,Premium
T10221,C5221,28,Male,UK,Home & Kitchen,70.32,4,281.28,5,267.22,Debit Card,2024-08-24,14,Returned,2,No,Yes,23.8,Regular
T10222,C5222,34,Male,USA,Sports,259.03,8,2072.24,0,2072.24,Debit Card,2024-06-05,14,Returned,2,No,No,28.3,Occasional
T10223,C5223,55,Female,Australia,Electronics,101.25,6,607.5,10,546.75,Credit Card,2024-02-07,1,Delivered,3,Yes,No,12.9,Regular
T10224,C5224,41,Non-Binary,India,Books,51.13,1,51.13,5,48.57,Credit Card,2024-04-20,10,Delivered,4,No,Yes,28.5,Premium
T10225,C5225,22,Non-Binary,UK,Books,208.2,1,208.2,15,176.97,Credit Card,2023-05-19,10,Returned,1,Yes,Yes,14.2,Regular
T10226,C5226,51,Non-Binary,USA,Sports,85.85,9,772.65,20,618.12,Credit Card,2024-12-22,9,Cancelled,1,Yes,No,6.3,Occasional
T10227,C5227,23,Non-Binary,Germany,Home & Kitchen,114.78,6,688.68,10,619.81,Bank Transfer,2024-11-15,10,Delivered,1,Yes,Yes,24.1,Regular
T10228,C5228,39,Female,India,Electronics,162.19,8,1297.52,5,1232.64,Debit Card,2024-12-18,12,Delivered,3,No,No,22.6,Regular
T10229,C5229,28,Female,UK,Home & Kitchen,133.4,7,933.8,0,933.8,PayPal,2024-06-06,14,Returned,3,No,Yes,19.9,Regular
T10230,C5230,33,Male,Australia,Clothing,48.36,6,290.16,20,232.13,Credit Card,2024-12-14,13,Returned,5,Yes,No,17.2,Regular
T10231,C5231,50,Male,USA,Home & Kitchen,49.51,4,198.04,0,198.04,Credit Card,2024-08-17,8,Delivered,1,Yes,No,5.8,Occasional
T10232,C5232,26,Male,UK,Books,100.66,7,704.62,5,669.39,Credit Card,2024-09-23,7,Returned,1,Yes,Yes,20.6,Regular
T10233,C5233,23,Male,Australia,Electronics,30.03,9,270.27,5,256.76,PayPal,2023-05-16,3,Delivered,3,Yes,No,15.4,Regular
T10234,C5234,33,Female,UK,Home & Kitchen,315.1,7,2205.7,10,1985.13,Credit Card,2023-08-30,8,Cancelled,3,No,Yes,19.0,Regular
T10235,C5235,46,Non-Binary,India,Electronics,147.23,1,147.23,15,125.15,PayPal,2023-07-05,2,Cancelled,5,Yes,No,15.7,Regular
T10236,C5236,20,Female,India,Electronics,143.47,9,1291.23,0,1291.23,Debit Card,2024-08-04,2,Delivered,5,No,Yes,29.2,Premium
T10237,C5237,37,Male,India,Clothing,169.34,4,677.36,10,609.62,Debit Card,2024-05-19,11,Delivered,2,Yes,Yes,20.1,Regular
T10238,C5238,53,Female,USA,Clothing,333.08,3,999.24,20,799.39,Debit Card,2024-05-03,10,In Transit,4,No,Yes,23.7,Premium
T10239,C5239,36,Non-Binary,India,Books,435.96,4,1743.84,15,1482.26,Bank Transfer,2023-12-12,3,In Transit,1,Yes,No,28.4,Occasional
T10240,C5240,43,Non-Binary,Australia,Sports,380.75,4,1523.0,10,1370.7,PayPal,2023-06-24,7,Returned,1,No,Yes,19.8,Regular
T10241,C5241,20,Female,UK,Electronics,365.13,2,730.26,0,730.26,Credit Card,2023-04-19,1,Returned,5,No,Yes,5.3,Premium
T10242,C5242,36,Female,Germany,Sports,244.77,1,244.77,5,232.53,Credit Card,2023-11-27,8,Delivered,5,No,Yes,5.9,Premium
T10243,C5243,37,Female,Australia,Books,348.43,1,348.43,20,278.74,Credit Card,2023-04-22,12,Delivered,2,Yes,No,22.6,Occasional
T10244,C5244,49,Male,Australia,Electronics,278.62,8,2228.96,0,2228.96,Credit Card,2023-06-02,7,In Transit,4,No,Yes,12.0,Premium
T10245,C5245,24,Female,India,Electronics,112.04,2,224.08,15,190.47,Bank Transfer,2023-03-07,4,In Transit,2,Yes,No,19.5,Occasional
T10246,C5246,58,Female,USA,Sports,108.25,5,541.25,15,460.06,Credit Card,2024-03-05,14,Delivered,4,No,No,10.1,Regular
T10247,C5247,50,Female,UK,Home & Kitchen,151.71,4,606.84,5,576.5,Bank Transfer,2024-07-15,5,Cancelled,1,No,No,11.8,Occasional
T10248,C5248,57,Non-Binary,USA,Clothing,455.85,8,3646.8,5,3464.46,PayPal,2023-11-01,10,Cancelled,2,Yes,Yes,17.6,Regular
T10249,C5249,56,Non-Binary,UK,Home & Kitchen,275.97,2,551.94,20,441.55,Debit Card,2023-09-07,13,Returned,5,No,Yes,29.4,Premium
T10250,C5250,35,Male,UK,Sports,368.28,9,3314.52,20,2651.62,Credit Card,2024-06-01,1,Delivered,2,No,No,20.4,Occasional
T10251,C5251,57,Male,USA,Clothing,176.55,7,1235.85,5,1174.06,Debit Card,2023-08-23,4,Delivered,2,Yes,Yes,28.4,Regular
T10252,C5252,18,Non-Binary,Australia,Home & Kitchen,206.82,7,1447.74,5,1375.35,PayPal,2024-10-14,1,Returned,1,No,Yes,29.0,Regular
T10253,C5253,28,Non-Binary,UK,Clothing,67.15,1,67.15,15,57.08,PayPal,2023-04-18,1,In Transit,5,No,No,10.2,Regular
T10254,C5254,45,Non-Binary,USA,Electronics,89.79,2,179.58,5,170.6,Credit Card,2024-10-11,10,In Transit,5,No,No,12.8,Regular
T10255,C5255,42,Female,UK,Home & Kitchen,414.54,4,1658.16,10,1492.34,PayPal,2024-12-27,1,Cancelled,3,No,Yes,24.2,Regular
T10256,C5256,40,Female,Germany,Clothing,294.5,4,1178.0,0,1178.0,Debit Card,2023-07-31,7,Delivered,3,Yes,No,26.7,Regular
T10257,C5257,48,Non-Binary,Australia,Clothing,172.08,3,516.24,5,490.43,Credit Card,2024-11-05,7,In Transit,3,No,Yes,18.0,Regular
T10258,C5258,47,Female,India,Clothing,402.41,7,2816.87,20,2253.5,Bank Transfer,2024-11-29,4,Cancelled,1,No,No,29.8,Occasional
T10259,C5259,59,Female,UK,Home & Kitchen,127.03,8,1016.24,10,914.62,Credit Card,2024-12-08,13,Cancelled,2,No,Yes,5.3,Regular
T10260,C5260,52,Male,Germany,Books,488.14,2,976.28,20,781.02,Debit Card,2024-02-24,12,Cancelled,5,No,Yes,12.5,Premium
T10261,C5261,24,Non-Binary,India,Home & Kitchen,175.68,4,702.72,10,632.45,Credit Card,2024-12-05,2,In Transit,5,No,No,20.6,Regular
T10262,C5262,33,Non-Binary,India,Sports,171.97,3,515.91,5,490.11,Credit Card,2023-08-19,12,In Transit,2,No,Yes,16.7,Regular
T10263,C5263,43,Female,UK,Home & Kitchen,159.4,2,318.8,0,318.8,Debit Card,2023-12-31,3,Delivered,5,No,Yes,7.9,Premium
T10264,C5264,19,Non-Binary,USA,Clothing,65.45,6,392.7,20,314.16,Credit Card,2023-05-10,8,Delivered,2,No,No,14.2,Occasional
T10265,C5265,18,Male,UK,Electronics,60.01,4,240.04,10,216.04,Credit Card,2024-03-12,13,Cancelled,1,Yes,Yes,5.6,Regular
T10266,C5266,29,Male,Germany,Home & Kitchen,325.81,6,1954.86,15,1661.63,Debit Card,2023-12-31,8,Cancelled,1,Yes,Yes,21.1,Regular
T10267,C5267,22,Male,India,Home & Kitchen,438.18,2,876.36,5,832.54,PayPal,2024-04-17,11,In Transit,1,Yes,Yes,27.3,Regular
T10268,C5268,54,Non-Binary,UK,Clothing,396.31,4,1585.24,0,1585.24,Debit Card,2023-09-21,11,In Transit,2,Yes,No,27.1,Occasional
T10269,C5269,49,Non-Binary,USA,Electronics,74.85,6,449.1,5,426.64,Credit Card,2023-04-09,6,Delivered,2,No,No,22.5,Occasional
T10270,C5270,26,Non-Binary,UK,Electronics,275.06,5,1375.3,15,1169.0,Bank Transfer,2023-06-25,10,Delivered,4,No,No,16.6,Regular
T10271,C5271,58,Non-Binary,Australia,Sports,57.27,3,171.81,0,171.81,Bank Transfer,2024-08-27,9,Returned,5,Yes,No,17.8,Regular
T10272,C5272,52,Non-Binary,USA,Home & Kitchen,27.42,8,219.36,15,186.46,Debit Card,2024-04-12,11,Delivered,5,Yes,No,8.4,Regular
T10273,C5273,36,Male,Germany,Electronics,329.91,7,2309.37,5,2193.9,Bank Transfer,2024-11-23,12,In Transit,4,Yes,Yes,13.5,Premium
T10274,C5274,33,Female,India,Electronics,269.9,3,809.7,10,728.73,Credit Card,2024-02-19,9,Cancelled,4,No,Yes,9.7,Premium
T10275,C5275,20,Male,UK,Books,45.6,6,273.6,5,259.92,Credit Card,2024-04-10,4,Returned,1,No,Yes,25.5,Regular
T10276,C5276,37,Non-Binary,USA,Books,22.29,4,89.16,5,84.7,Debit Card,2023-06-10,12,Delivered,4,Yes,No,27.9,Regular
T10277,C5277,41,Male,Australia,Electronics,494.93,5,2474.65,5,2350.92,Credit Card,2023-01-24,1,Delivered,2,Yes,Yes,18.4,Regular
T10278,C5278,50,Non-Binary,USA,Sports,19.86,5,99.3,20,79.44,PayPal,2024-01-18,1,In Transit,3,Yes,No,23.2,Regular
T10279,C5279,41,Non-Binary,Australia,Electronics,225.04,7,1575.28,15,1338.99,Credit Card,2023-01-05,12,Returned,2,Yes,Yes,8.0,Regular
T10280,C5280,28,Male,Germany,Clothing,254.79,5,1273.95,15,1082.86,Debit Card,2024-01-28,10,Delivered,4,Yes,No,20.2,Regular
T10281,C5281,25,Non-Binary,India,Home & Kitchen,63.05,3,189.15,15,160.78,PayPal,2024-10-24,5,Cancelled,5,No,Yes,22.6,Premium
T10282,C5282,53,Female,Germany,Sports,88.69,5,443.45,20,354.76,PayPal,2024-06-14,14,In Transit,2,Yes,Yes,16.3,Regular
T10283,C5283,55,Non-Binary,UK,Clothing,179.14,7,1253.98,10,1128.58,Bank Transfer,2023-07-07,13,Returned,5,No,No,11.1,Regular
T10284,C5284,57,Female,USA,Sports,382.03,5,1910.15,5,1814.64,Credit Card,2024-01-11,2,Delivered,2,Yes,Yes,26.9,Regular
T10285,C5285,37,Female,Australia,Clothing,256.01,5,1280.05,10,1152.04,Debit Card,2023-11-01,6,Delivered,5,Yes,Yes,23.6,Premium
T10286,C5286,52,Non-Binary,Australia,Home & Kitchen,320.76,9,2886.84,20,2309.47,Bank Transfer,2023-06-23,7,Returned,2,No,No,27.5,Occasional
T10287,C5287,42,Male,USA,Home & Kitchen,492.66,3,1477.98,15,1256.28,Bank Transfer,2024-11-16,1,In Transit,5,Yes,Yes,25.5,Premium
T10288,C5288,52,Female,USA,Books,385.16,6,2310.96,5,2195.41,Credit Card,2024-02-05,6,Returned,3,No,Yes,29.8,Regular
T10289,C5289,42,Male,UK,Clothing,220.01,1,220.01,0,220.01,Credit Card,2023-06-25,8,Returned,1,No,No,9.8,Occasional
T10290,C5290,46,Female,Germany,Books,225.99,5,1129.95,0,1129.95,Debit Card,2023-02-21,12,In Transit,2,Yes,No,7.2,Occasional
T10291,C5291,35,Non-Binary,Australia,Clothing,311.29,8,2490.32,10,2241.29,Bank Transfer,2024-05-07,5,Delivered,3,Yes,No,13.4,Regular
T10292,C5292,63,Non-Binary,UK,Books,334.36,5,1671.8,15,1421.03,Debit Card,2024-03-21,14,Cancelled,1,No,No,8.2,Occasional
T10293,C5293,35,Female,Germany,Home & Kitchen,252.85,9,2275.65,0,2275.65,Bank Transfer,2024-02-21,12,In Transit,2,No,No,18.1,Occasional
T10294,C5294,19,Non-Binary,UK,Sports,324.21,6,1945.26,10,1750.73,Bank Transfer,2024-06-23,7,Cancelled,3,Yes,Yes,20.8,Regular
T10295,C5295,52,Female,Australia,Books,16.65,8,133.2,20,106.56,Bank Transfer,2023-05-06,10,Delivered,3,No,No,19.5,Regular
T10296,C5296,33,Non-Binary,USA,Clothing,217.66,8,1741.28,10,1567.15,Credit Card,2024-12-16,6,Returned,3,Yes,No,11.5,Regular
T10297,C5297,58,Male,USA,Clothing,143.07,3,429.21,10,386.29,Bank Transfer,2023-11-16,4,Cancelled,4,No,Yes,27.7,Premium
T10298,C5298,53,Non-Binary,Germany,Home & Kitchen,68.94,7,482.58,10,434.32,Bank Transfer,2023-09-12,7,Delivered,5,Yes,Yes,5.5,Premium
T10299,C5299,50,Male,India,Clothing,54.28,7,379.96,5,360.96,Bank Transfer,2023-02-24,10,Delivered,1,No,Yes,13.7,Regular
T10300,C5300,21,Non-Binary,Germany,Electronics,303.58,6,1821.48,10,1639.33,PayPal,2024-01-01,9,Returned,5,No,Yes,23.0,Premium
T10301,C5301,50,Male,India,Sports,264.18,7,1849.26,10,1664.33,Credit Card,2023-05-20,10,Returned,5,Yes,Yes,24.2,Premium
T10302,C5302,31,Non-Binary,UK,Books,130.52,2,261.04,5,247.99,PayPal,2024-12-21,10,Delivered,5,No,No,15.4,Regular
T10303,C5303,38,Male,UK,Sports,238.12,9,2143.08,5,2035.93,Credit Card,2024-02-14,13,Delivered,3,No,Yes,5.4,Regular
T10304,C5304,37,Female,Australia,Home & Kitchen,248.65,1,248.65,20,198.92,Debit Card,2024-05-06,7,Cancelled,5,No,No,20.5,Regular
T10305,C5305,25,Female,India,Books,101.53,1,101.53,15,86.3,PayPal,2023-06-14,12,Delivered,4,No,Yes,6.6,Premium
T10306,C5306,24,Male,Australia,Books,327.79,3,983.37,0,983.37,Debit Card,2024-11-16,14,Delivered,2,No,No,7.7,Occasional
T10307,C5307,20,Non-Binary,USA,Electronics,391.56,3,1174.68,0,1174.68,Bank Transfer,2023-10-23,5,Cancelled,3,No,Yes,21.3,Regular
T10308,C5308,34,Male,India,Home & Kitchen,396.77,1,396.77,10,357.09,Debit Card,2024-06-24,7,In Transit,1,No,No,12.8,Occasional
T10309,C5309,50,Non-Binary,Germany,Clothing,303.22,7,2122.54,20,1698.03,Debit Card,2024-05-25,3,Cancelled,2,Yes,No,13.7,Occasional
T10310,C5310,29,Female,USA,Electronics,258.26,4,1033.04,10,929.74,Debit Card,2023-03-13,2,Cancelled,2,No,No,17.2,Occasional
T10311,C5311,39,Non-Binary,USA,Electronics,35.2,2,70.4,0,70.4,Debit Card,2023-10-30,11,Returned,2,No,No,29.5,Occasional
T10312,C5312,39,Female,Germany,Sports,147.48,5,737.4,5,700.53,Credit Card,2024-02-01,5,Cancelled,5,Yes,No,29.1,Regular
T10313,C5313,63,Non-Binary,USA,Sports,51.17,6,307.02,15,260.97,PayPal,2023-07-10,4,Delivered,5,No,No,15.4,Regular
T10314,C5314,47,Non-Binary,India,Sports,482.09,9,4338.81,20,3471.05,Credit Card,2023-04-10,5,Delivered,3,No,No,11.6,Regular
T10315,C5315,55,Non-Binary,Australia,Electronics,71.86,4,287.44,5,273.07,Credit Card,2024-03-31,8,Delivered,5,Yes,No,12.6,Regular
T10316,C5316,55,Male,USA,Clothing,80.13,2,160.26,15,136.22,Credit Card,2024-09-30,12,In Transit,5,No,No,11.7,Regular
T10317,C5317,62,Male,India,Books,445.34,5,2226.7,20,1781.36,Debit Card,2023-12-06,4,Delivered,5,No,No,18.3,Regular
T10318,C5318,25,Female,UK,Sports,472.24,3,1416.72,20,1133.38,Credit Card,2024-03-09,9,In Transit,3,Yes,Yes,20.2,Regular
T10319,C5319,44,Female,India,Clothing,384.09,2,768.18,0,768.18,PayPal,2024-06-02,7,Delivered,3,Yes,No,17.2,Regular
T10320,C5320,44,Male,Australia,Home & Kitchen,7.68,1,7.68,5,7.3,Credit Card,2023-10-18,10,Cancelled,4,No,No,15.2,Regular
T10321,C5321,51,Female,India,Sports,5.67,2,11.34,20,9.07,Bank Transfer,2024-03-24,13,Returned,4,No,Yes,10.3,Premium
T10322,C5322,38,Male,Germany,Books,192.16,6,1152.96,20,922.37,Debit Card,2023-05-02,12,Delivered,4,Yes,No,17.1,Regular
T10323,C5323,47,Non-Binary,Australia,Home & Kitchen,75.98,8,607.84,15,516.66,Bank Transfer,2024-01-10,7,In Transit,4,No,No,13.5,Regular
T10324,C5324,50,Female,UK,Home & Kitchen,14.1,3,42.3,0,42.3,PayPal,2023-11-10,13,In Transit,2,Yes,Yes,18.5,Regular
T10325,C5325,45,Female,Germany,Books,234.71,9,2112.39,10,1901.15,PayPal,2024-04-03,13,Returned,2,Yes,Yes,21.9,Regular
T10326,C5326,64,Male,India,Sports,471.82,9,4246.38,0,4246.38,PayPal,2023-11-01,8,Delivered,4,Yes,No,20.8,Regular
T10327,C5327,50,Female,Australia,Electronics,165.29,2,330.58,10,297.52,PayPal,2024-04-11,12,Cancelled,4,No,Yes,16.6,Premium
T10328,C5328,22,Female,UK,Books,332.26,8,2658.08,5,2525.18,Credit Card,2024-05-03,6,Delivered,1,Yes,No,18.9,Occasional
T10329,C5329,36,Non-Binary,Germany,Books,327.86,5,1639.3,5,1557.34,Debit Card,2024-08-04,8,Delivered,2,Yes,No,12.1,Occasional
T10330,C5330,21,Female,UK,Books,129.28,4,517.12,20,413.7,PayPal,2023-01-14,3,Returned,1,Yes,No,5.6,Occasional
T10331,C5331,52,Non-Binary,India,Home & Kitchen,326.96,5,1634.8,5,1553.06,Bank Transfer,2024-08-16,10,Delivered,1,No,Yes,20.6,Regular
T10332,C5332,34,Male,UK,Clothing,110.11,4,440.44,20,352.35,PayPal,2024-01-05,10,Cancelled,5,No,No,11.3,Regular
T10333,C5333,61,Female,USA,Electronics,65.39,8,523.12,0,523.12,Debit Card,2023-12-08,14,In Transit,3,No,No,21.7,Regular
T10334,C5334,45,Non-Binary,Germany,Sports,352.18,4,1408.72,5,1338.28,Bank Transfer,2023-11-03,1,Returned,2,Yes,Yes,23.7,Regular
T10335,C5335,47,Male,UK,Sports,61.15,6,366.9,0,366.9,Bank Transfer,2023-12-02,6,Cancelled,4,No,No,27.9,Regular
T10336,C5336,46,Female,India,Clothing,498.47,2,996.94,0,996.94,Bank Transfer,2023-05-08,1,In Transit,4,No,No,29.0,Regular
T10337,C5337,63,Male,India,Books,95.81,5,479.05,5,455.1,Credit Card,2023-06-28,9,Returned,3,Yes,No,5.3,Regular
T10338,C5338,23,Female,UK,Electronics,299.1,6,1794.6,0,1794.6,PayPal,2024-12-23,14,Returned,2,Yes,No,29.8,Occasional
T10339,C5339,52,Male,India,Sports,208.63,5,1043.15,5,990.99,Credit Card,2023-10-31,2,In Transit,4,No,No,22.1,Regular
T10340,C5340,58,Male,Australia,Sports,67.56,2,135.12,5,128.36,Bank Transfer,2023-03-30,11,In Transit,4,No,No,21.1,Regular
T10341,C5341,54,Non-Binary,Australia,Books,18.78,7,131.46,5,124.89,Credit Card,2023-12-16,2,Cancelled,5,Yes,Yes,5.4,Premium
T10342,C5342,41,Male,Australia,Clothing,313.25,4,1253.0,10,1127.7,Credit Card,2024-01-14,7,Delivered,1,No,No,26.5,Occasional
T10343,C5343,46,Female,USA,Electronics,404.34,8,3234.72,0,3234.72,Credit Card,2023-04-20,2,Delivered,4,Yes,No,8.6,Regular
T10344,C5344,63,Female,UK,Clothing,421.8,7,2952.6,15,2509.71,PayPal,2024-07-12,10,Delivered,2,Yes,Yes,25.9,Regular
T10345,C5345,48,Non-Binary,USA,Clothing,243.94,7,1707.58,5,1622.2,Bank Transfer,2023-05-08,8,Delivered,3,No,No,5.4,Regular
T10346,C5346,52,Female,India,Electronics,389.84,9,3508.56,0,3508.56,Bank Transfer,2024-03-20,6,Delivered,5,No,No,21.1,Regular
T10347,C5347,50,Female,USA,Electronics,338.06,1,338.06,20,270.45,PayPal,2023-01-06,14,Cancelled,2,No,Yes,15.9,Regular
T10348,C5348,38,Female,India,Sports,363.51,6,2181.06,5,2072.01,Credit Card,2023-05-26,7,Returned,5,No,Yes,10.0,Premium
T10349,C5349,49,Male,India,Sports,248.84,6,1493.04,5,1418.39,Credit Card,2023-03-10,7,Cancelled,1,Yes,Yes,7.7,Regular
T10350,C5350,40,Male,Germany,Electronics,318.54,6,1911.24,15,1624.55,Debit Card,2024-11-10,6,Cancelled,4,No,Yes,16.0,Premium
T10351,C5351,50,Female,Australia,Home & Kitchen,403.74,6,2422.44,10,2180.2,Debit Card,2024-09-07,10,Cancelled,2,No,Yes,8.1,Regular
T10352,C5352,20,Non-Binary,India,Sports,201.95,7,1413.65,10,1272.28,Debit Card,2024-07-25,11,Returned,3,No,Yes,17.2,Regular
T10353,C5353,35,Male,Germany,Home & Kitchen,403.96,6,2423.76,5,2302.57,PayPal,2024-10-05,9,Cancelled,1,Yes,Yes,20.6,Regular
T10354,C5354,42,Non-Binary,Australia,Electronics,298.05,1,298.05,0,298.05,Bank Transfer,2023-02-09,13,Cancelled,1,No,No,25.7,Occasional
T10355,C5355,59,Female,India,Sports,87.12,3,261.36,20,209.09,Debit Card,2023-10-16,9,Returned,5,No,No,22.0,Regular
T10356,C5356,48,Female,India,Clothing,17.22,2,34.44,20,27.55,Bank Transfer,2024-02-14,7,Cancelled,1,Yes,No,6.6,Occasional
T10357,C5357,20,Male,USA,Electronics,184.56,6,1107.36,0,1107.36,Bank Transfer,2023-06-07,9,Delivered,2,Yes,Yes,12.7,Regular
T10358,C5358,57,Female,USA,Books,275.61,8,2204.88,5,2094.64,Bank Transfer,2023-02-07,13,In Transit,5,Yes,No,12.2,Regular
T10359,C5359,63,Male,Australia,Home & Kitchen,420.71,3,1262.13,20,1009.7,PayPal,2023-09-14,10,Cancelled,1,Yes,Yes,27.9,Regular
